product_name,price
Finike - 2+1,27.500 TL
Kepez/Ahatlı - 1+1,25.000 TL
Kepez/Ahatlı - 1+1,16.000 TL
Alanya - 2+1,25.000 TL
Kemer/Göynük - Stüdyo (1+0),15.000 TL
Kepez/Ahatlı - 2+1,30.000 TL
Kepez/Ahatlı - 2+1,20.000 TL
Kemer/Göynük - 2+1,32.500 TL
Kepez/Ahatlı - 1+1,16.000 TL
KemerGöynük - 1+1,20.000 TL
Kemer/Göynük - 1+1,28.500 TL
Manavgat/Sarılar - 2+1,23.000 TL
Kepez/Sütçüler - 3+1,28.000 TL
Kepez/Ahatlı - Stüdyo (1+0),12.000 TL
Kepez/Ahatlı - 2+0,18.000 TL
Kepez/Ahatlı - 1+1,20.000 TL
Kepez/Duraliler - 2+1,21.500 TL
Kepez/Ahatlı - 1+1,20.000 TL
Kepez/Ahatlı - Stüdyo (1+0),13.000 TL
Alanya - 1+1,20.000 TL
Kepez/Duraliler - 2+0,17.000 TL
Kepez/Ahatlı - 1+1,20.000 TL
Muratpaşa/Lara - 1+1,23.000 TL
Kepez/Ahatlı - 1+1,20.000 TL
Kepez/Erenköy - 2+1,26.000 TL
Muratpaşa/Lara - 1+1,24.000 TL
Muratpaşa/Bahçelievler - Stüdyo (1+0),14.000 TL
Kepez/Ahatlı - 2+1,22.000 TL
Kaş/Kalkan - 2+1,2.500 TL
Konyaaltı/Merkez - Stüdyo (1+0),26.000 TL
Kepez/Ahatlı - 2+1,23.500 TL
Muratpaşa/Kızıltoprak - 1+1,22.000 TL
Kepez/Erenköy - 2+1,20.000 TL
Kepez/Ahatlı - 1+1,22.000 TL
Kepez/Ahatlı - 4+0,6.000 TL
Kepez/Duraliler - 1+1,10.000 TL
Muratpaşa/Güzeloluk - 1+1,27.000 TL
Kepez/Duraliler - 1+1,23.000 TL
Alanya/Beldeler - 1+1,30.000 TL
Kepez/Ahatlı - 2+1,30.000 TL
Kepez/Ahatlı - 1+1,23.000 TL
Muratpaşa/Yenigün - 2+1,18.000 TL
Alanya - 4+1,50.000 TL
Kepez/Sütçüler - 4+1,30.500 TL
Konyaaltı/Arapsuyu - 2+1,38.000 TL
Kepez/Ahatlı - 2+0,20.000 TL
Kaş/Kalkan - 3+1,2.500 TL
Kepez/Ahatlı - 1+1,22.000 TL
Muratpaşa/Lara - 1+1,24.000 TL
Kepez/Ahatlı - 2+0,14.000 TL
Serik/Belek - 2+1,27.000 TL
Kepez/Duraliler - 2+1,25.000 TL
Kepez/Ahatlı - 1+1,24.000 TL
Kepez/Yeniemek - 2+1,25.000 TL
Kepez/Ahatlı - 2+1,15.000 TL
Kepez/Ahatlı - 2+0,15.000 TL
Kepez/Ahatlı - 2+1,23.000 TL
Muratpaşa/Bahçelievler - 2+1,28.000 TL
Manavgat - 3+1,40.000 TL
Muratpaşa/Kızıltoprak - 2+1,24.000 TL
Kepez/Ahatlı - Stüdyo (1+0),15.000 TL
KepezAhatlı - 2+1,15.000 TL
Muratpaşa/Lara - 1+1,30.000 TL
Konyaaltı/Arapsuyu - 1+1,25.000 TL
Kepez/Ahatlı - 1+1,22.000 TL
Muratpaşa/Lara - 2+1,34.000 TL
Konyaaltı/Merkez - 2+1,35.000 TL
Demre/Kale(Demre) - 1+1,2.500 TL
Muratpaşa/Lara - 1+1,37.000 TL
Manavgat - 2+1,35.000 TL
Serik - 2+1,20.000 TL
Kepez/Duraliler - 1+1,20.000 TL
Muratpaşa/Eskisanayi - 2+1,30.000 TL
Kepez/Ahatlı - 1+1,17.000 TL
Kepez/Ahatlı - 1+1,20.500 TL
Kepez/Ahatlı - 2+1,27.000 TL
Kepez/Ahatlı - Stüdyo (1+0),12.000 TL
Kepez/Varsak - 2+1,27.500 TL
Kaş - 1+1,25.000 TL
Kepez/Duraliler - Stüdyo (1+0),9.500 TL
Muratpaşa/Gençlik - 1+1,26.000 TL
Finike - 1+1,17.000 TL
Kepez/Ahatlı - 2+0,18.000 TL
Konyaaltı/Merkez - 2+1,25.000 TL
Kepez/Ahatlı - Stüdyo (1+0),13.000 TL
Manavgat - 2+1,20.000 TL
Alanya - 1+1,18.000 TL
Kepez/Ahatlı - 1+1,20.000 TL
Korkuteli/Köyler - 2+1,19.000 TL
Kepez/Ahatlı - 2+0,12.000 TL
Kepez/Ahatlı - Stüdyo (1+0),12.000 TL
Kepez/Ahatlı - Stüdyo (1+0),10.000 TL
Muratpaşa/Lara - 2+1,35.000 TL
Kepez/Ahatlı - 3+1,5.500 TL
Kepez/Ahatlı - 2+1,27.000 TL
Muratpaşa/Lara - 2+1,33.000 TL
Serik - 2+1,25.000 TL
Kepez/Erenköy - 2+1,23.000 TL
Konyaaltı/Arapsuyu - 1+1,25.000 TL
Kepez/Duraliler - 2+1,28.000 TL
Alanya - 2+1,30.000 TL
Alanya - 1+1,26.500 TL
Kepez/Ahatlı - Stüdyo (1+0),15.000 TL
Konyaaltı/Merkez - 2+0,10.000 TL
Kepez/Ahatlı - 1+1,17.500 TL
Kepez/Duraliler - Stüdyo (1+0),10.000 TL
Konyaaltı/Merkez - 1+1,30.000 TL
Alanya/Beldeler - 1+1,20.000 TL
Konyaaltı/Merkez - 2+1,36.000 TL
Alanya/Beldeler - 2.5+1,55.000 TL
Alanya - 2+1,28.000 TL
Kaş - 3+1,35.000 TL
Kepez/Duraliler - 1+1,17.500 TL
Alanya - 2+1,25.000 TL
Kepez/Ahatlı - 1+1,20.500 TL
Kepez/Ahatlı - 3+1,28.000 TL
Kemer/Göynük - 2+1,30.000 TL
Kepez/Ahatlı - 1+1,13.000 TL
Kepez/Ahatlı - Stüdyo (1+0),12.000 TL
Kepez/Duraliler - 1+1,17.000 TL
Kepez/Ahatlı - 1+1,22.000 TL
Kepez/Ahatlı - 1+1,12.500 TL
Kepez/Ahatlı - Stüdyo (1+0),9.000 TL
Kepez/Ahatlı - 1+1,21.500 TL
Kepez/Ahatlı - 2+1,22.000 TL
Kepez/Ahatlı - 2+1,25.000 TL
Kepez/Yeniemek - 1+1,23.000 TL
Döşemealtı/Yeniköy - 1+1,18.000 TL
Alanya - 1+1,16.999 TL
Muratpaşa/Lara - 1+1,25.000 TL
Kepez/Ahatlı - 1+1,15.000 TL
Kepez/Varsak - 2+1,25.000 TL
Kepez/Ahatlı - 2+1,26.700 TL
Serik/Belek - 2+1,30.000 TL
Kepez/Ahatlı - 2+1,22.000 TL
KepezAhatlı - 2+1,17.000 TL
Muratpaşa/Lara - 1+1,24.000 TL
Muratpaşa/Güzeloluk - 2+1,40.000 TL
Muratpaşa/Lara - 1+1,33.000 TL
Muratpaşa/Fener - 2+1,39.000 TL
Konyaaltı/Köyler - 5+1,50.000 TL
Kepez/Ahatlı - Stüdyo (1+0),15.000 TL
Alanya/Beldeler - 2+1,34.000 TL
Alanya - 1+1,20.000 TL
Muratpaşa/Lara - 1+1,22.000 TL
Alanya/Beldeler - 1+1,26.000 TL
Kepez/Yeniemek - 1+1,24.500 TL
Muratpaşa/Lara - 2+1,50.000 TL
Gazipaşa/Köyler - 3+1,15.000 TL
Alanya - 1+1,15.000 TL
Kepez/Ahatlı - 2+0,19.000 TL
Konyaaltı/Arapsuyu - 3+1,46.000 TL
Konyaaltı/Merkez - 2+1,35.000 TL
Kepez/Ahatlı - 2+0,23.000 TL
Alanya - 2+1,37.000 TL
Manavgat - 1+1,26.500 TL
Muratpaşa/Lara - 1+1,25.000 TL
Kepez/Ahatlı - 1+1,21.000 TL
Kepez/Ahatlı - 1+1,14.000 TL
Alanya/Beldeler - 1+1,16.000 TL
Manavgat - 2+1,45.000 TL
Kepez/Ahatlı - 2+1,21.000 TL
Serik - 1+1,18.000 TL
Manavgat - 2+1,20.000 TL
Serik - 3+1,35.000 TL
Kumluca/Köyler - 1.5+1,15.000 TL
Kepez/Ahatlı - 1+1,15.000 TL
Manavgat/Sarılar - 2+1,23.000 TL
Muratpaşa/Eskisanayi - 2+1,28.000 TL
Muratpaşa/Fener - 1+1,23.000 TL
Muratpaşa/Yenigün - 1+1,20.000 TL
Kepez/Duraliler - 1+1,20.000 TL
Manavgat - Stüdyo (1+0),18.000 TL
AlanyaBeldeler - 2+1,20.000 TL
Muratpaşa/Lara - 1+1,45.000 TL
Muratpaşa/Gençlik - 1+1,25.000 TL
Kepez/Ahatlı - Stüdyo (1+0),13.000 TL
Kepez/Ahatlı - 2+1,28.000 TL
Alanya/Beldeler - 1+1,40.000 TL
Kepez/Duraliler - 2+0,18.000 TL
Muratpaşa/Lara - 2+1,47.000 TL
Konyaaltı/Merkez - 1+1,30.000 TL
Kepez/Ahatlı - 1+1,20.000 TL
Kepez/Duraliler - 1+1,18.000 TL
Kepez/Ahatlı - 1+1,13.500 TL
Alanya/Beldeler - 2+1,30.000 TL
Kepez/Ahatlı - 1+1,17.500 TL
Kaş - 3+1,50.000 TL
Kepez/Ahatlı - 2+1,22.500 TL
Kepez/Ahatlı - 1+1,18.000 TL
Kepez/Ahatlı - Stüdyo (1+0),12.000 TL
Muratpaşa/Lara - 1+1,33.000 TL
Muratpaşa/Lara - 1+1,23.000 TL
Kepez/Ahatlı - 1+1,17.000 TL
Konyaaltı/Arapsuyu - 2+1,26.500 TL
Kepez/Ahatlı - 1+1,16.000 TL
Kepez/Ahatlı - 2+1,24.500 TL
Kepez/Varsak - 2+1,25.000 TL
Kepez/Ahatlı - 1+1,14.500 TL
Kepez/Ahatlı - 2+1,25.000 TL
Kepez/Ahatlı - Stüdyo (1+0),12.000 TL
Kepez/Ahatlı - 2+1,20.000 TL
Kepez/Ahatlı - 2+1,20.000 TL
Manavgat - 1+1,35.000 TL
Kepez/Duraliler - 1+1,17.000 TL
Alanya - 1+1,25.000 TL
Muratpaşa/Meltem - 1+1,22.000 TL
Kepez/Ahatlı - 1+1,25.000 TL
Alanya - 1+1,25.000 TL
Alanya - 2+1,20.000 TL
Muratpaşa/Lara - 2+1,34.000 TL
Kepez/Ahatlı - 2+1,21.000 TL
Kepez/Ahatlı - 2+0,17.500 TL
Kepez/Duraliler - Stüdyo (1+0),14.000 TL
KepezAhatlı - 2+1,33.000 TL
Kepez/Ahatlı - 2+1,28.000 TL
Muratpaşa/Lara - 1+1,33.000 TL
Kepez/Duraliler - Stüdyo (1+0),12.000 TL
Muratpaşa/Lara - 1+1,33.000 TL
Muratpaşa/Lara - 1+1,30.000 TL
Kepez/Sütçüler - 1+1,20.000 TL
Konyaaltı/Arapsuyu - 2+1,44.000 TL
Kepez/Varsak - 2+1,25.000 TL
Konyaaltı/Merkez - 1+1,26.000 TL
Muratpaşa/Yenigün - 2+1,28.000 TL
Muratpaşa/Bahçelievler - 3+1,35.000 TL
Serik - 2+1,30.000 TL
Kepez/Varsak - 2+1,23.000 TL
Kemer - Stüdyo (1+0),15.000 TL
Manavgat - 1+1,25.000 TL
Konyaaltı/Merkez - 1+1,25.000 TL
Alanya - 2+1,32.500 TL
Konyaaltı/Merkez - 3+1,40.000 TL
Muratpaşa/Meltem - 2+1,27.500 TL
Konyaaltı/Merkez - 1+1,30.000 TL
Konyaaltı/Arapsuyu - 1+1,38.000 TL
Alanya - 2+1,16.000 TL
Alanya/Beldeler - 1+1,15.500 TL
Muratpaşa/Kızıltoprak - 2+1,39.000 TL
Kepez/Duraliler - Stüdyo (1+0),15.000 TL
Kepez/Ahatlı - 2+1,26.500 TL
Muratpaşa/Yenigün - 5+1,34.000 TL
Alanya - 2+1,15.000 TL
Aksu - 2+1,21.500 TL
Alanya - 2+1,24.500 TL
Serik/Belek - 1+1,55.000 TL
Konyaaltı/Arapsuyu - 2+1,29.000 TL
Kepez/Erenköy - 2+1,26.000 TL
Alanya - 2+1,47.500 TL
Aksu - 1+1,21.000 TL
KepezYeniemek - 1+1,24.000 TL
Alanya/Beldeler - 1+1,25.000 TL
Kepez/Ahatlı - 1+1,18.500 TL
Kepez/Yeniemek - 2+1,25.000 TL
Muratpaşa/Lara - 1+1,24.000 TL
Kepez/Düdenbaşı - 2+1,25.000 TL
Kepez/Duraliler - 2+1,23.000 TL
Kepez/Sütçüler - 2+1,21.000 TL
Kaş/Köyler - 2+1,30.000 TL
Kaş - 2+1,38.000 TL
Kaş - 1+1,35.000 TL
Kepez/Ahatlı - 1+1,18.000 TL
Kepez/Ahatlı - 1+1,22.000 TL
Konyaaltı/Arapsuyu - 2+1,30.000 TL
Kepez/Ahatlı - 3+1,35.000 TL
Muratpaşa/Yenigün - 2+1,30.000 TL
KepezAhatlı - Stüdyo (1+0),25.000 TL
Manavgat - Stüdyo (1+0),18.500 TL
Kepez/Ahatlı - 1+1,16.000 TL
Gazipaşa - 1+1,15.000 TL
Kemer/Göynük - 1+1,19.000 TL
Muratpaşa/Eskisanayi - 1+1,19.000 TL
Muratpaşa/Fener - 1+1,27.500 TL
Kepez/Ahatlı - 2+1,22.500 TL
Manavgat/Sarılar - 2+1,25.000 TL
Muratpaşa/Fener - 1+1,28.000 TL
Manavgat - 1+1,27.000 TL
Manavgat - 2+1,35.000 TL
Kepez/Ahatlı - Stüdyo (1+0),17.500 TL
Muratpaşa/Fener - 1+1,55.000 TL
Serik - 1+1,25.000 TL
Muratpaşa/Lara - 1+1,38.500 TL
Konyaaltı/Merkez - 1+1,33.000 TL
Manavgat - 2+1,35.000 TL
Kepez/Duraliler - 2+1,18.000 TL
Alanya - 2+1,20.000 TL
Alanya - 1+1,17.000 TL
Konyaaltı/Merkez - 2+1,37.000 TL
Kepez/Ahatlı - 2+0,17.000 TL
Kepez/Ahatlı - 2+1,22.000 TL
Konyaaltı/Arapsuyu - 3+1,41.000 TL
Kepez/Duraliler - 2+1,25.000 TL
Finike - 2+1,48.000 TL
Manavgat/Çolaklı - 3+1,33.000 TL
Manavgat - 1+1,23.000 TL
Konyaaltı/Arapsuyu - 3+1,50.000 TL
Kepez/Ahatlı - 2+1,22.000 TL
Muratpaşa/Lara - 1+1,22.000 TL
Muratpaşa/Yenigün - 2+1,35.000 TL
Manavgat - 3+1,35.000 TL
Muratpaşa/Meltem - 1+1,20.990 TL
Kepez/Ahatlı - 1+1,18.500 TL
Kepez/Ahatlı - Stüdyo (1+0),15.000 TL
Muratpaşa/Bahçelievler - 1+1,23.000 TL
Kepez/Ahatlı - 2+1,20.000 TL
Konyaaltı/Arapsuyu - 2+1,35.000 TL
Kepez/Varsak - 2+1,19.000 TL
Manavgat - 2+1,20.000 TL
Muratpaşa/Lara - 2+1,35.000 TL
Kepez/Duraliler - 2+1,20.000 TL
Alanya/Beldeler - 1+1,20.000 TL
Konyaaltı/Merkez - 1+1,23.000 TL
Manavgat - 2+1,28.000 TL
Alanya - 1+1,18.000 TL
Manavgat - 1+1,19.000 TL
Manavgat - 4+1,35.000 TL
Kepez/Duraliler - 2+1,17.500 TL
Kepez/Yeniemek - 2+1,30.000 TL
Muratpaşa/Meltem - 3+1,20.000 TL
Manavgat - 2+1,30.000 TL
Muratpaşa/Lara - 1+1,50.000 TL
Muratpaşa/Lara - 2+1,42.000 TL
Muratpaşa/Kızıltoprak - 2+1,23.500 TL
Kepez/Ahatlı - 2+1,17.500 TL
Alanya - 2+1,20.000 TL
Muratpaşa/Çarşı - 2+1,30.000 TL
Konyaaltı/Arapsuyu - 1+1,35.000 TL
Kepez/Ahatlı - 2+1,22.500 TL
Kepez/Ahatlı - 2+0,19.500 TL
Kepez/Duraliler - 2+1,25.000 TL
Serik - 4+1,50.000 TL
Alanya/Beldeler - 2+1,20.000 TL
Kepez/Ahatlı - Stüdyo (1+0),12.000 TL
Kepez/Ahatlı - 2+0,16.500 TL
Manavgat - 2+1,23.000 TL
Muratpaşa/Fener - 1+1,25.000 TL
Serik/Belek - 3+1,45.000 TL
Kepez/Ahatlı - 1+1,24.500 TL
Kepez/Duraliler - Stüdyo (1+0),14.500 TL
Konyaaltı/Arapsuyu - Stüdyo (1+0),26.000 TL
Kepez/Ahatlı - 2+1,20.500 TL
Muratpaşa/Lara - 1+1,29.000 TL
Kepez/Varsak - 3+1,27.500 TL
Konyaaltı/Arapsuyu - 1+1,31.000 TL
Muratpaşa/Gençlik - 1+1,25.000 TL
Kepez/Ahatlı - 1+1,25.500 TL
Alanya - 2+1,27.000 TL
Alanya - 2+1,29.000 TL
Manavgat - 1+1,35.000 TL
Muratpaşa/Eskisanayi - 1+1,20.000 TL
Kaş/Köyler - 2+1,35.000 TL
Kepez/Duraliler - 2+1,25.000 TL
Alanya - 4+1,48.000 TL
Kepez/Ahatlı - 1+1,25.000 TL
Kepez/Duraliler - Stüdyo (1+0),10.000 TL
Muratpaşa/Fener - 2+1,50.000 TL
Kemer - 2+1,30.000 TL
Kepez/Ahatlı - 2+1,19.000 TL
Muratpaşa/Kızıltoprak - 1+1,22.000 TL
Kepez/Sütçüler - 2+1,22.000 TL
Muratpaşa/Eskisanayi - 2+1,25.000 TL
Muratpaşa/Lara - 2+1,35.000 TL
Kepez/Ahatlı - 2+1,24.000 TL
Kepez/Ahatlı - 1+1,20.500 TL
Kemer - 1+1,25.000 TL
Aksu - 1+1,23.000 TL
KepezAhatlı - 3+1,28.000 TL
Serik/Belek - 3+1,45.000 TL
Konyaaltı/Merkez - 1+1,28.000 TL
Kepez/Duraliler - 2+1,25.000 TL
Kepez/Ahatlı - 2+1,20.500 TL
Kepez/Ahatlı - 1+1,21.000 TL
Kaş/Kalkan - 3+1,45.000 TL
Kepez/Ahatlı - 1+1,16.000 TL
Konyaaltı/Merkez - 1+1,27.000 TL
Kepez/Ahatlı - 1+1,18.000 TL
Muratpaşa/Lara - 1+1,25.000 TL
Muratpaşa/Eskisanayi - 2+1,24.999 TL
Muratpaşa/Kızıltoprak - 2+1,35.000 TL
Serik - 2+1,22.000 TL
Manavgat - 4+1,75.000 TL
Manavgat - 1+1,30.000 TL
Serik/Belek - 2+1,25.000 TL
Muratpaşa/Yenigün - 3+1,30.000 TL
Kepez/Ahatlı - 1+1,18.000 TL
Muratpaşa/Lara - 1+1,25.000 TL
Kepez/Ahatlı - 1+1,18.500 TL
Konyaaltı/Arapsuyu - 3+1,45.000 TL
Kepez/Merkez - 1+1,27.000 TL
Muratpaşa/Lara - 2+1,26.500 TL
Serik/Belek - 2+1,25.000 TL
Konyaaltı/Merkez - 1+1,28.000 TL
Döşemealtı/Merkez - 2+1,20.000 TL
Kepez/Ahatlı - 2+1,20.000 TL
Muratpaşa/Eskisanayi - 2+1,26.000 TL
Kepez/Ahatlı - Stüdyo (1+0),19.500 TL
Manavgat/Taşağıl - 1+1,23.000 TL
Kepez/Duraliler - 2+1,20.000 TL
Alanya/Beldeler - 1+1,21.000 TL
Kepez/Ahatlı - Stüdyo (1+0),15.000 TL
Kepez/Ahatlı - 1+1,25.000 TL
Kaş - 1+1,40.000 TL
Kemer/Tekirova - 2+1,25.000 TL
Alanya/Beldeler - 2+1,35.000 TL
Serik/Belek - 3+1,27.000 TL
Manavgat - 2+1,25.000 TL
Manavgat - 2+1,30.000 TL
Manavgat - 2+1,27.500 TL
Muratpaşa/Yenigün - 3+1,40.000 TL
Manavgat - 1+1,26.000 TL
Kepez/Ahatlı - 2+1,23.000 TL
Kepez/Duraliler - 2+1,24.000 TL
Alanya - 2+1,25.000 TL
Alanya/Beldeler - Stüdyo (1+0),7.500 TL
Kepez/Ahatlı - 1+1,20.000 TL
Kepez/Ahatlı - 2+1,14.000 TL
Alanya/Beldeler - 2+1,30.000 TL
Kepez/Duraliler - Stüdyo (1+0),11.000 TL
Kaş/Kalkan - 2+1,35.000 TL
Konyaaltı/Arapsuyu - 3+1,35.000 TL
Muratpaşa/Lara - 2+1,40.000 TL
Konyaaltı/Merkez - 1+1,30.000 TL
Kepez/Duraliler - 2+0,17.000 TL
Alanya - 1+1,35.000 TL
Muratpaşa/Güzeloluk - 1+1,28.000 TL
Muratpaşa/Kızıltoprak - 2+1,25.000 TL
Muratpaşa/Lara - 1+1,30.000 TL
Kepez/Ahatlı - 1+1,20.000 TL
Kepez/Ahatlı - 2+1,33.000 TL
Konyaaltı/Arapsuyu - 1+1,35.000 TL
Kepez/Dokuma - 2+1,17.500 TL
Alanya - 1+1,20.000 TL
Muratpaşa/Eskisanayi - 2+1,28.500 TL
Kepez/Ahatlı - 4+4,4.500 TL
Manavgat - 2+1,30.000 TL
Kemer - 2+1,35.000 TL
Kepez/Ahatlı - 2+1,26.000 TL
Kepez/Ahatlı - 1+1,20.000 TL
Kepez/Ahatlı - 2+1,25.000 TL
Muratpaşa/Fener - 2+1,30.000 TL
Alanya - 2+1,28.000 TL
Alanya - 1+1,20.000 TL
Kepez/Duraliler - 2+1,21.000 TL
Muratpaşa/Bahçelievler - 3+1,40.000 TL
Kepez/Ahatlı - 2+0,9.000 TL
Finike/Beldeler - 4+1,35.000 TL
Serik - 3+1,30.000 TL
Kepez/Ahatlı - 1+1,18.000 TL
Kepez/Ahatlı - 2+1,26.000 TL
Serik - 2+1,20.000 TL
Manavgat - 1+1,20.000 TL
Kepez/Ahatlı - 2+1,29.999 TL
Kaş - 1+1,23.000 TL
Muratpaşa/Yenigün - 2+1,30.000 TL
Muratpaşa/Çarşı - 1+1,22.000 TL
Serik/Belek - 4+1,45.000 TL
Alanya - 2+1,25.000 TL
Konyaaltı/Arapsuyu - 1+1,25.000 TL
Kepez/Ahatlı - 3+1,26.500 TL
Alanya/Beldeler - 1+1,20.000 TL
Manavgat - 2+1,27.500 TL
Serik - 1+1,16.500 TL
Konyaaltı/Arapsuyu - 3+1,48.500 TL
Muratpaşa/Fener - 3+1,36.000 TL
Kemer - 4+4,50.000 TL
Manavgat - 1+1,25.000 TL
Manavgat - 2+1,30.000 TL
Manavgat - 2+1,26.500 TL
Manavgat - 1+1,25.000 TL
Muratpaşa/Eskisanayi - 3+1,23.000 TL
Kemer/Göynük - 2+1,45.000 TL
Muratpaşa/Lara - 1+1,30.000 TL
Kepez/Duraliler - 1+1,20.000 TL
Alanya/Beldeler - 2+1,22.500 TL
Konyaaltı/Arapsuyu - 3+1,50.000 TL
Muratpaşa/Bahçelievler - 2+1,35.000 TL
Manavgat - 1+1,21.000 TL
Kepez/Ahatlı - 1+1,19.000 TL
Manavgat - Stüdyo (1+0),17.500 TL
Manavgat - Stüdyo (1+0),14.000 TL
Konyaaltı/Merkez - 2+1,35.000 TL
Muratpaşa/Lara - 1+1,35.000 TL
Muratpaşa/Lara - 3+1,60.000 TL
Kepez/Ahatlı - 1+1,17.000 TL
Alanya - 2+1,26.000 TL
Serik/Belek - 1+1,25.000 TL
Kepez/Ahatlı - 2+1,25.000 TL
Kepez/Ahatlı - 2+1,25.000 TL
Konyaaltı/Merkez - 1+1,23.000 TL
Alanya - 4+1,30.600 TL
Konyaaltı/Merkez - 1+1,25.000 TL
Muratpaşa/Lara - 2+1,43.000 TL
Konyaaltı/Arapsuyu - 2+1,40.000 TL
Kepez/Ahatlı - 2+1,22.500 TL
Konyaaltı/Arapsuyu - 1+1,25.000 TL
Alanya - 2+1,35.000 TL
KepezAhatlı - 1+1,25.000 TL
Kepez/Duraliler - 1+1,21.500 TL
Alanya - 2+1,25.000 TL
Muratpaşa/Lara - Stüdyo (1+0),17.000 TL
Kepez/Ahatlı - 1+1,16.000 TL
Kepez/Yeniemek - 2+1,25.000 TL
Kepez/Ahatlı - 2+1,24.999 TL
Kepez/Ahatlı - 2+1,25.000 TL
Serik - 3+1,80.000 TL
Konyaaltı/Arapsuyu - Stüdyo (1+0),9.500 TL
Kepez/Ahatlı - 2+1,24.000 TL
Finike/Beldeler - 2+1,20.500 TL
Kepez/Erenköy - 2+1,18.000 TL
Manavgat - 2+1,27.500 TL
Alanya - 1+1,15.000 TL
Kepez/Ahatlı - 1+1,21.000 TL
Kepez/Duraliler - 2+1,16.000 TL
Kepez/Ahatlı - 2+1,30.000 TL
Manavgat - 2+1,35.000 TL
Kepez/Duraliler - 1+1,18.500 TL
Manavgat - 2+1,21.000 TL
Kepez/Ahatlı - 2+1,27.500 TL
Muratpaşa/Lara - 2+1,45.000 TL
Konyaaltı/Arapsuyu - 3+1,50.000 TL
Serik/Belek - 3+1,38.500 TL
Kepez/Ahatlı - 1+1,16.000 TL
Kepez/Duraliler - 1+1,23.000 TL
Manavgat - 2+1,26.000 TL
Kepez/Yeniemek - 2+1,27.000 TL
Kepez/Duraliler - 2+1,25.500 TL
Alanya - 2+1,27.000 TL
Manavgat - 2+1,27.000 TL
Kepez/Duraliler - Stüdyo (1+0),8.500 TL
Muratpaşa/Fener - 2+1,42.000 TL
Alanya - 2+1,25.500 TL
Alanya - 2+1,26.000 TL
Alanya - 2+1,25.000 TL
Gazipaşa - 2+1,21.000 TL
Kepez/Duraliler - 3+1,8.500 TL
Kepez/Ahatlı - 1+1,21.000 TL
Kepez/Düdenbaşı - 1+1,20.000 TL
Muratpaşa/Eskisanayi - 3+1,30.000 TL
MuratpaşaEskisanayi - 2+1,18.000 TL
Muratpaşa/Kızıltoprak - 1+1,18.000 TL
Kemer - 2+1,55.000 TL
Alanya - 1+1,16.000 TL
Alanya - 2+1,27.000 TL
Konyaaltı/Arapsuyu - 1+1,32.000 TL
Kepez/Dokuma - 1+1,22.000 TL
Kepez/Ahatlı - 1+1,20.000 TL
Kepez/Ahatlı - 1+1,27.000 TL
Muratpaşa/Lara - 3+1,32.000 TL
Kepez/Duraliler - Stüdyo (1+0),7.000 TL
Muratpaşa/Lara - 2+1,51.000 TL
Alanya - 2+1,25.000 TL
Muratpaşa/Lara - 2+1,36.000 TL
Muratpaşa/Eskisanayi - 2+1,35.000 TL
Kepez/Ahatlı - 2+1,30.000 TL
Muratpaşa/Yenigün - 1+1,17.000 TL
Kepez/Ahatlı - 2+1,19.500 TL
Kepez/Duraliler - 2+1,25.000 TL
Muratpaşa/Meltem - 1+1,24.000 TL
Muratpaşa/Fener - 2+1,40.000 TL
Serik - 2+1,18.000 TL
Alanya - 1+1,20.000 TL
Kepez/Ahatlı - 1+1,18.000 TL
Kaş - 2+1,25.000 TL
Manavgat/Köyler - 2+1,24.500 TL
Alanya - 1+1,27.000 TL
Kemer/Göynük - 10 Üzeri,460.000 TL
Manavgat/Köyler - 3+1,35.000 TL
Konyaaltı/Arapsuyu - 2+1,60.000 TL
Manavgat - 2+1,30.000 TL
Manavgat - 2+1,30.000 TL
Kaş - 1+1,25.000 TL
Manavgat - 1+1,25.000 TL
Kepez/Yeniemek - Stüdyo (1+0),15.000 TL
Kepez/Yeniemek - Stüdyo (1+0),13.000 TL
Kepez/Erenköy - 1+1,19.500 TL
Manavgat - 2+1,28.000 TL
Konyaaltı/Arapsuyu - 2+1,75.000 TL
Kepez/Yeniemek - 2+1,25.000 TL
Manavgat - 2+1,35.000 TL
Konyaaltı/Arapsuyu - 3+1,68.000 TL
Muratpaşa/Lara - 2+1,30.000 TL
Kepez/Erenköy - 2+1,19.500 TL
Alanya - 3+1,35.000 TL
Kepez/Erenköy - 1+1,18.450 TL
Manavgat - 2+1,25.000 TL
Manavgat - 1+1,33.000 TL
Konyaaltı/Köyler - 1+1,19.000 TL
Kepez/Ahatlı - 1+1,17.000 TL
Kaş - 2+1,41.000 TL
Kaş - Stüdyo (1+0),15.000 TL
Kepez/Ahatlı - 2+1,30.000 TL
Muratpaşa/Lara - 1+1,25.000 TL
Finike - 2+1,13.000 TL
Kepez/Ahatlı - 2+1,22.000 TL
Muratpaşa/Lara - 2+1,45.000 TL
Konyaaltı/Arapsuyu - 1+1,35.000 TL
Konyaaltı/Arapsuyu - 2+1,45.000 TL
Konyaaltı/Arapsuyu - 1+1,35.000 TL
Manavgat - Stüdyo (1+0),13.000 TL
Aksu/Köyler - 2+1,40.000 TL
Alanya - 1+1,22.000 TL
Kepez/Ahatlı - 2+1,25.000 TL
Manavgat - Stüdyo (1+0),25.000 TL
Muratpaşa/Kızıltoprak - 1+1,22.000 TL
